시군구,번지,단지명,전용면적(㎡),계약일,거래금액(만원),층,건축년도,도로명
 서울특별시 노원구 상계동,1271,현대4차,84.99,11~20,"18,350",8,1995,동일로231다길
 서울특별시 노원구 월계동,436,동신,70.81,11~20,"14,170",7,1983,광운로2나길
 서울특별시 노원구 월계동,436,동신,71.83,11~20,"14,100",8,1983,광운로2나길
 서울특별시 노원구 월계동,436,동신,91.54,11~20,"19,600",8,1983,광운로2나길
 서울특별시 노원구 월계동,13,미륭,51.48,1~10,"12,700",12,1986,마들로
 서울특별시 노원구 월계동,13,미륭,51.48,11~20,"12,500",14,1986,마들로
 서울특별시 노원구 월계동,13,미륭,51.48,21~31,"12,500",14,1986,마들로
 서울특별시 노원구 월계동,13,미륭,51.48,21~31,"13,000",8,1986,마들로
 서울특별시 노원구 월계동,13,미성,33.28,1~10,"9,350",4,1986,마들로
 서울특별시 노원구 월계동,13,미성,50.14,1~10,"12,700",8,1986,마들로
 서울특별시 노원구 월계동,13,미성,50.14,1~10,"12,550",5,1986,마들로
 서울특별시 노원구 월계동,13,미성,50.14,11~20,"11,950",1,1986,마들로
 서울특별시 노원구 월계동,13,미성,50.14,11~20,"12,800",8,1986,마들로
 서울특별시 노원구 월계동,13,미성,50.14,11~20,"12,850",9,1986,마들로
 서울특별시 노원구 월계동,13,미성,50.14,21~31,"11,800",1,1986,마들로
 서울특별시 노원구 월계동,320-11,사슴3,33.18,1~10,"5,800",13,1995,월계로55길
 서울특별시 노원구 월계동,320-11,사슴3,33.18,11~20,"5,900",12,1995,월계로55길
 서울특별시 노원구 월계동,320-11,사슴3,33.18,11~20,"5,800",13,1995,월계로55길
 서울특별시 노원구 월계동,320-11,사슴3,33.18,21~31,"6,300",2,1995,월계로55길
 서울특별시 노원구 월계동,320-11,사슴3,39.6,21~31,"7,500",4,1995,월계로55길
 서울특별시 노원구 월계동,320-11,사슴3,39.6,21~31,"7,500",4,1995,월계로55길
 서울특별시 노원구 월계동,320-11,사슴3,49.5,11~20,"11,000",7,1995,월계로55길
 서울특별시 노원구 월계동,448-3,삼창,56.59,11~20,"12,100",3,1984,광운로2나길
 서울특별시 노원구 월계동,448-3,삼창,77.84,11~20,"17,000",2,1984,광운로2나길
 서울특별시 노원구 월계동,448-3,삼창,77.84,11~20,"17,000",2,1984,광운로2나길
 서울특별시 노원구 월계동,13,삼호3,59.22,1~10,"15,400",14,1986,마들로
 서울특별시 노원구 월계동,13,삼호3,59.22,21~31,"16,500",7,1986,마들로
 서울특별시 노원구 월계동,13,삼호3,59.22,21~31,"16,500",11,1986,마들로
 서울특별시 노원구 월계동,941,성북역신도브래뉴,84.92,11~20,"21,300",7,2005,광운로19길
 서울특별시 노원구 월계동,322-1,성원(사슴4),49.92,11~20,"10,200",7,1995,마들로3길
 서울특별시 노원구 월계동,322-1,성원(사슴4),49.92,21~31,"10,900",12,1995,마들로3길
 서울특별시 노원구 월계동,322-1,성원(사슴4),59.94,11~20,"14,000",12,1995,마들로3길
 서울특별시 노원구 월계동,322-1,성원(사슴4),59.94,21~31,"13,000",5,1995,마들로3길
 서울특별시 노원구 월계동,942,월계역신도브래뉴,59.86,21~31,"16,800",4,2005,광운로
 서울특별시 노원구 월계동,942,월계역신도브래뉴,59.86,21~31,"16,800",4,2005,광운로
 서울특별시 노원구 월계동,939,월계흥화브라운빌,84.91,21~31,"20,200",1,2004,우이천로2나길
 서울특별시 노원구 월계동,880,유원,84.96,11~20,"16,000",5,1998,덕릉로60길
 서울특별시 노원구 월계동,931,장은하이빌,55.72,1~10,"14,800",8,2002,석계로13길
 서울특별시 노원구 월계동,556,주공2,38.64,21~31,"6,250",4,1992,초안산로1길
 서울특별시 노원구 월계동,556,주공2,38.64,21~31,"6,250",4,1992,초안산로1길
 서울특별시 노원구 월계동,556,주공2,38.64,21~31,"5,700",15,1992,초안산로1길
 서울특별시 노원구 월계동,556,주공2,44.52,11~20,"7,200",15,1992,초안산로1길
 서울특별시 노원구 월계동,556,주공2,44.52,11~20,"7,000",5,1992,초안산로1길
 서울특별시 노원구 월계동,556,주공2,44.52,11~20,"7,000",5,1992,초안산로1길
 서울특별시 노원구 월계동,556,주공2,44.52,21~31,"7,000",3,1992,초안산로1길
 서울특별시 노원구 월계동,556,주공2,44.94,21~31,"6,700",15,1992,초안산로1길
 서울특별시 노원구 월계동,556,주공2,58.65,21~31,"10,500",12,1992,초안산로1길
 서울특별시 노원구 월계동,556,주공2,59.97,21~31,"12,770",9,1992,초안산로1길
 서울특별시 노원구 월계동,780,청백3,49.77,11~20,"9,300",15,1998,월계로45가길
 서울특별시 노원구 월계동,781,청백4,59.4,1~10,"12,750",7,1998,월계로45가길
 서울특별시 노원구 월계동,924,초안2,59.85,11~20,"12,500",6,1997,우이천로
 서울특별시 노원구 월계동,924,초안2,59.85,21~31,"11,450",11,1997,우이천로
 서울특별시 노원구 월계동,18,한진한화그랑빌,59.94,11~20,"17,400",6,2002,마들로
 서울특별시 노원구 월계동,18,한진한화그랑빌,59.94,11~20,"18,500",8,2002,마들로
 서울특별시 노원구 월계동,18,한진한화그랑빌,59.94,11~20,"19,450",19,2002,마들로
 서울특별시 노원구 월계동,18,한진한화그랑빌,84.97,21~31,"23,800",2,2002,마들로
 서울특별시 노원구 월계동,929,현대,59.95,11~20,"15,500",7,2000,석계로
 서울특별시 노원구 월계동,929,현대,84.98,21~31,"27,800",17,2000,석계로
 서울특별시 노원구 중계동,515-2,건영2,75.02,21~31,"19,500",4,1991,덕릉로
 서울특별시 노원구 중계동,515-2,건영2,84.96,21~31,"22,500",12,1991,덕릉로
 서울특별시 노원구 중계동,515-2,건영2,84.96,21~31,"22,500",15,1991,덕릉로
 서울특별시 노원구 중계동,360-15,건영3,84.9,11~20,"36,500",8,1995,노원로22길
 서울특별시 노원구 중계동,360-15,건영3,84.9,11~20,"29,800",1,1995,노원로22길
 서울특별시 노원구 중계동,360-15,건영3,84.9,11~20,"36,000",5,1995,노원로22길
 서울특별시 노원구 중계동,360-15,건영3,84.9,11~20,"33,300",3,1995,노원로22길
 서울특별시 노원구 중계동,360-15,건영3,84.9,11~20,"36,600",6,1995,노원로22길
 서울특별시 노원구 중계동,360-15,건영3,84.9,21~31,"37,300",12,1995,노원로22길
 서울특별시 노원구 중계동,586,건영재건축(586),59.92,21~31,"13,000",14,1998,덕릉로
 서울특별시 노원구 중계동,505,경남,84.97,1~10,"22,500",7,1989,섬밭로
 서울특별시 노원구 중계동,505,경남,84.97,1~10,"23,250",4,1989,섬밭로
 서울특별시 노원구 중계동,505,경남,84.97,21~31,"23,000",10,1989,섬밭로
 서울특별시 노원구 중계동,583,금호타운(583),59.52,11~20,"14,100",1,1997,중계로
 서울특별시 노원구 중계동,583,금호타운(583),59.52,11~20,"16,200",2,1997,중계로
 서울특별시 노원구 중계동,366,라이프,101.85,1~10,"44,500",2,1993,중계로
 서울특별시 노원구 중계동,505,롯데(505),54.48,11~20,"11,750",11,1989,섬밭로
 서울특별시 노원구 중계동,505,롯데(505),84.97,11~20,"23,175",2,1989,섬밭로
 서울특별시 노원구 중계동,361-1,롯데우성,101.88,1~10,"43,000",3,1993,노원로22길
 서울특별시 노원구 중계동,361-1,롯데우성,115.26,1~10,"58,000",13,1993,노원로22길
 서울특별시 노원구 중계동,593,삼성,59.9,21~31,"16,500",7,1999,중계로14나길
 서울특별시 노원구 중계동,593,삼성,84.75,11~20,"31,300",5,1999,중계로14나길
 서울특별시 노원구 중계동,505,상아,51.29,1~10,"10,500",15,1989,섬밭로
 서울특별시 노원구 중계동,505,상아,51.29,11~20,"10,700",11,1989,섬밭로
 서울특별시 노원구 중계동,505,상아,72.73,21~31,"19,450",10,1989,섬밭로
 서울특별시 노원구 중계동,505,상아,84.97,1~10,"24,000",12,1989,섬밭로
 서울특별시 노원구 중계동,505,상아,114.57,1~10,"33,500",3,1989,섬밭로
 서울특별시 노원구 중계동,580,성원1,59.75,1~10,"20,300",9,1996,덕릉로71길
 서울특별시 노원구 중계동,580,성원1,84.78,11~20,"26,500",23,1996,덕릉로71길
 서울특별시 노원구 중계동,590,신안,84.93,1~10,"31,000",20,1999,덕릉로
 서울특별시 노원구 중계동,590,신안,84.93,1~10,"31,000",22,1999,덕릉로
 서울특별시 노원구 중계동,590,신안,84.93,11~20,"31,800",20,1999,덕릉로
 서울특별시 노원구 중계동,587,양지마을(대림)1,84.9,11~20,"33,000",13,1998,덕릉로71길
 서울특별시 노원구 중계동,587,양지마을(대림)1,84.9,21~31,"33,500",14,1998,덕릉로71길
 서울특별시 노원구 중계동,587,양지마을(대림)1,114.96,1~10,"46,700",4,1998,덕릉로71길
 서울특별시 노원구 중계동,587,양지마을(대림)1,114.96,1~10,"46,700",4,1998,덕릉로71길
 서울특별시 노원구 중계동,588,양지마을(대림)2,59.4,1~10,"19,080",16,1999,덕릉로73길
 서울특별시 노원구 중계동,445,염광,59.34,1~10,"13,800",20,1996,덕릉로79길
 서울특별시 노원구 중계동,445,염광,59.34,1~10,"15,400",19,1996,덕릉로79길
 서울특별시 노원구 중계동,445,염광,59.34,1~10,"16,200",17,1996,덕릉로79길
 서울특별시 노원구 중계동,445,염광,59.34,11~20,"14,000",8,1996,덕릉로79길
 서울특별시 노원구 중계동,445,염광,84.31,1~10,"23,900",3,1996,덕릉로79길
 서울특별시 노원구 중계동,445,염광,84.5,1~10,"25,500",17,1996,덕릉로79길
 서울특별시 노원구 중계동,445,염광,131.25,11~20,"40,000",5,1996,덕릉로79길
 서울특별시 노원구 중계동,360-16,주공10,58.14,11~20,"17,200",1,1995,노원로22길
 서울특별시 노원구 중계동,360-16,주공10,58.14,21~31,"19,200",4,1995,노원로22길
 서울특별시 노원구 중계동,369,주공2,44.52,1~10,"8,200",4,1992,한글비석로14길
 서울특별시 노원구 중계동,369,주공2,44.52,11~20,"8,500",10,1992,한글비석로14길
 서울특별시 노원구 중계동,369,주공2,44.52,21~31,"8,200",8,1992,한글비석로14길
 서울특별시 노원구 중계동,369,주공2,44.52,21~31,"8,300",5,1992,한글비석로14길
 서울특별시 노원구 중계동,369,주공2,44.52,21~31,"7,880",15,1992,한글비석로14길
 서울특별시 노원구 중계동,358-2,주공4,45.77,1~10,"9,250",6,1991,덕릉로76길
 서울특별시 노원구 중계동,358-2,주공4,45.77,11~20,"10,250",4,1991,덕릉로76길
 서울특별시 노원구 중계동,358-2,주공4,59.39,21~31,"15,600",14,1991,덕릉로76길
 서울특별시 노원구 중계동,359-1,주공5,38.64,1~10,"7,500",5,1992,중계로
 서울특별시 노원구 중계동,359-1,주공5,38.64,1~10,"7,700",3,1992,중계로
 서울특별시 노원구 중계동,359-1,주공5,44.52,11~20,"8,960",8,1992,중계로
 서울특별시 노원구 중계동,359-1,주공5,44.94,1~10,"9,500",13,1992,중계로
 서울특별시 노원구 중계동,359-1,주공5,58.46,11~20,"15,900",15,1992,중계로
 서울특별시 노원구 중계동,359-1,주공5,58.46,11~20,"15,900",15,1992,중계로
 서울특별시 노원구 중계동,359-1,주공5,58.46,11~20,"15,600",2,1992,중계로
 서울특별시 노원구 중계동,359-1,주공5,58.46,21~31,"16,800",3,1992,중계로
 서울특별시 노원구 중계동,359-1,주공5,58.46,21~31,"17,850",12,1992,중계로
 서울특별시 노원구 중계동,359-1,주공5,84.79,1~10,"29,300",6,1992,중계로
 서울특별시 노원구 중계동,359-1,주공5,84.79,21~31,"27,800",15,1992,중계로
 서울특별시 노원구 중계동,359-1,주공5,84.79,21~31,"27,800",15,1992,중계로
 서울특별시 노원구 중계동,592,중계3벽산,85,21~31,"29,900",17,1999,덕릉로77길
 서울특별시 노원구 중계동,592,중계3벽산,85,21~31,"29,900",17,1999,덕릉로77길
 서울특별시 노원구 중계동,502-1,중계그린1단지,39.78,11~20,"7,300",2,1990,동일로207길
 서울특별시 노원구 중계동,502-1,중계그린1단지,39.78,11~20,"8,050",8,1990,동일로207길
 서울특별시 노원구 중계동,502-1,중계그린1단지,39.78,21~31,"7,700",9,1990,동일로207길
 서울특별시 노원구 중계동,502-1,중계그린1단지,39.78,21~31,"7,900",9,1990,동일로207길
 서울특별시 노원구 중계동,502-1,중계그린1단지,39.78,21~31,"7,850",13,1990,동일로207길
 서울특별시 노원구 중계동,502-1,중계그린1단지,39.78,21~31,"7,500",15,1990,동일로207길
 서울특별시 노원구 중계동,502-1,중계그린1단지,39.91,1~10,"7,100",2,1990,동일로207길
 서울특별시 노원구 중계동,502-1,중계그린1단지,44.1,11~20,"9,700",9,1990,동일로207길
 서울특별시 노원구 중계동,502-1,중계그린1단지,44.1,11~20,"9,700",9,1990,동일로207길
 서울특별시 노원구 중계동,502-1,중계그린1단지,49.5,1~10,"9,750",2,1990,동일로207길
 서울특별시 노원구 중계동,502-1,중계그린1단지,49.5,1~10,"9,750",2,1990,섬밭로
 서울특별시 노원구 중계동,502-1,중계그린1단지,49.5,11~20,"10,000",3,1990,동일로207길
 서울특별시 노원구 중계동,502-1,중계그린1단지,49.5,11~20,"10,000",3,1990,동일로207길
 서울특별시 노원구 중계동,502-1,중계그린1단지,49.5,11~20,"9,320",2,1990,동일로207길
 서울특별시 노원구 중계동,502-1,중계그린1단지,49.5,21~31,"10,770",8,1990,동일로207길
 서울특별시 노원구 중계동,502-1,중계그린1단지,49.5,21~31,"11,250",7,1990,동일로207길
 서울특별시 노원구 중계동,502-1,중계그린1단지,49.5,21~31,"9,800",14,1990,동일로207길
 서울특별시 노원구 중계동,502-1,중계그린1단지,49.85,1~10,"10,700",5,1990,동일로207길
 서울특별시 노원구 중계동,502-1,중계그린1단지,49.85,11~20,"11,000",10,1990,동일로207길
 서울특별시 노원구 중계동,502-1,중계그린1단지,49.85,11~20,"11,000",10,1990,동일로207길
 서울특별시 노원구 중계동,502-1,중계그린1단지,49.85,21~31,"10,050",3,1990,동일로207길
 서울특별시 노원구 중계동,502-1,중계그린1단지,49.85,21~31,"10,600",11,1990,동일로207길
 서울특별시 노원구 중계동,502-1,중계그린1단지,59.22,11~20,"12,400",1,1990,동일로207길
 서울특별시 노원구 중계동,502-1,중계그린1단지,59.7,1~10,"13,500",10,1990,동일로207길
 서울특별시 노원구 중계동,502-1,중계그린1단지,59.7,11~20,"12,900",3,1990,동일로207길
 서울특별시 노원구 중계동,502-1,중계그린1단지,59.87,1~10,"12,900",13,1990,동일로207길
 서울특별시 노원구 중계동,502-1,중계그린1단지,59.87,11~20,"13,500",11,1990,동일로207길
 서울특별시 노원구 중계동,502-1,중계그린1단지,59.87,21~31,"13,400",6,1990,동일로207길
 서울특별시 노원구 중계동,512,중계무지개,39.82,11~20,"7,900",5,1991,동일로
 서울특별시 노원구 중계동,512,중계무지개,39.82,21~31,"7,940",5,1991,동일로
 서울특별시 노원구 중계동,512,중계무지개,39.82,21~31,"8,025",11,1991,동일로
 서울특별시 노원구 중계동,512,중계무지개,39.96,1~10,"8,000",12,1991,동일로
 서울특별시 노원구 중계동,512,중계무지개,39.96,11~20,"7,700",10,1991,동일로
 서울특별시 노원구 중계동,512,중계무지개,39.96,21~31,"7,750",7,1991,동일로
 서울특별시 노원구 중계동,512,중계무지개,39.96,21~31,"7,700",3,1991,동일로
 서울특별시 노원구 중계동,512,중계무지개,49.54,1~10,"10,400",10,1991,동일로
 서울특별시 노원구 중계동,512,중계무지개,49.54,1~10,"10,400",10,1991,동일로
 서울특별시 노원구 중계동,512,중계무지개,49.54,11~20,"10,550",2,1991,동일로
 서울특별시 노원구 중계동,512,중계무지개,49.54,21~31,"6,500",1,1991,동일로
 서울특별시 노원구 중계동,512,중계무지개,49.89,1~10,"10,730",9,1991,동일로
 서울특별시 노원구 중계동,512,중계무지개,49.89,1~10,"10,850",6,1991,동일로
 서울특별시 노원구 중계동,512,중계무지개,49.89,11~20,"10,900",15,1991,동일로
 서울특별시 노원구 중계동,512,중계무지개,49.89,21~31,"10,700",15,1991,동일로
 서울특별시 노원구 중계동,512,중계무지개,49.89,21~31,"11,000",9,1991,동일로
 서울특별시 노원구 중계동,512,중계무지개,59.26,11~20,"12,700",15,1991,동일로
 서울특별시 노원구 중계동,512,중계무지개,59.26,11~20,"14,350",6,1991,동일로
 서울특별시 노원구 중계동,512,중계무지개,59.26,21~31,"14,300",5,1991,동일로
 서울특별시 노원구 중계동,512,중계무지개,59.26,21~31,"13,500",11,1991,동일로
 서울특별시 노원구 중계동,512,중계무지개,59.26,21~31,"14,300",5,1991,동일로
 서울특별시 노원구 중계동,512,중계무지개,59.26,21~31,"13,500",11,1991,동일로
 서울특별시 노원구 중계동,512,중계무지개,59.26,21~31,"12,650",1,1991,동일로
 서울특별시 노원구 중계동,435-1,중계현대2,71.76,11~20,"18,900",2,1991,한글비석로15길
 서울특별시 노원구 중계동,435-1,중계현대2,84.34,1~10,"21,600",15,1991,한글비석로15길
 서울특별시 노원구 중계동,435-1,중계현대2,84.34,11~20,"18,500",2,1991,한글비석로15길
 서울특별시 노원구 중계동,161-1,중앙하이츠1,84.21,21~31,"20,950",3,1998,덕릉로84길
 서울특별시 노원구 중계동,360-2,청구3,84.77,1~10,"34,800",14,1996,중계로
 서울특별시 노원구 중계동,360-2,청구3,84.77,11~20,"33,200",9,1996,중계로
 서울특별시 노원구 중계동,360-2,청구3,84.77,21~31,"36,000",14,1996,중계로
 서울특별시 노원구 중계동,576,현대(3차),84.35,1~10,"26,300",9,1992,중계로
 서울특별시 노원구 중계동,576,현대(3차),84.35,1~10,"26,300",9,1992,중계로
 서울특별시 노원구 중계동,577,현대1(4차),71.16,21~31,"21,500",9,1993,중계로8길
 서울특별시 노원구 중계동,577,현대1(4차),77.15,1~10,"16,500",1,1993,중계로8길
 서울특별시 노원구 중계동,577,현대1(4차),84.99,11~20,"23,000",2,1993,중계로8길
 서울특별시 노원구 중계동,577,현대1(4차),84.99,21~31,"24,000",2,1993,중계로8길
 서울특별시 노원구 중계동,49,현대그린,84.99,11~20,"22,000",2,1998,중계로8길
 서울특별시 노원구 하계동,271-3,건영,45.55,1~10,"8,700",5,1988,섬밭로
 서울특별시 노원구 하계동,271-3,건영,53.14,11~20,"11,800",5,1988,섬밭로
 서울특별시 노원구 하계동,271-3,건영,53.14,21~31,"10,500",1,1988,섬밭로
 서울특별시 노원구 하계동,271-3,극동,84.91,1~10,"24,200",11,1988,섬밭로
 서울특별시 노원구 하계동,280,미성,72.17,21~31,"19,700",8,1989,공릉로59길
 서울특별시 노원구 하계동,280,미성,84.94,11~20,"25,000",15,1989,공릉로59길
 서울특별시 노원구 하계동,280,미성,84.94,11~20,"27,000",6,1989,공릉로59길
 서울특별시 노원구 하계동,271-3,벽산,57.71,1~10,"12,500",15,1988,섬밭로
 서울특별시 노원구 하계동,271-3,벽산,57.71,1~10,"12,200",9,1988,섬밭로
 서울특별시 노원구 하계동,271-3,벽산,57.71,1~10,"11,450",2,1988,섬밭로
 서울특별시 노원구 하계동,271-3,벽산,57.71,1~10,"11,450",2,1988,섬밭로
 서울특별시 노원구 하계동,271-3,벽산,70.56,21~31,"18,900",5,1988,섬밭로
 서울특별시 노원구 하계동,273,장미(시영6),43.41,11~20,"7,900",7,1989,섬밭로
 서울특별시 노원구 하계동,273,장미(시영6),43.41,11~20,"9,330",14,1989,섬밭로
 서울특별시 노원구 하계동,273,장미(시영6),43.41,21~31,"7,900",9,1989,섬밭로
 서울특별시 노원구 하계동,273,장미(시영6),43.56,11~20,"8,100",9,1989,섬밭로
 서울특별시 노원구 하계동,273,장미(시영6),43.56,11~20,"8,100",8,1989,섬밭로
 서울특별시 노원구 하계동,273,장미(시영6),54.02,1~10,"9,450",1,1989,섬밭로
 서울특별시 노원구 하계동,273,장미(시영6),54.02,1~10,"9,900",2,1989,섬밭로
 서울특별시 노원구 하계동,273,장미(시영6),54.02,11~20,"11,000",14,1989,섬밭로
 서울특별시 노원구 하계동,273,장미(시영6),54.02,21~31,"10,950",13,1989,섬밭로
 서울특별시 노원구 하계동,273,장미(시영6),54.02,21~31,"10,500",4,1989,섬밭로
 서울특별시 노원구 하계동,273,장미(시영6),54.02,21~31,"10,800",4,1989,섬밭로
 서울특별시 노원구 하계동,273,장미(시영6),54.29,1~10,"10,600",9,1989,섬밭로
 서울특별시 노원구 하계동,273,장미(시영6),64.62,21~31,"13,800",9,1989,섬밭로
 서울특별시 노원구 하계동,284,청구,70.69,1~10,"21,450",14,1988,한글비석로
 서울특별시 노원구 하계동,284,청구,70.69,1~10,"19,250",2,1988,한글비석로
 서울특별시 노원구 하계동,284,청구,84.97,1~10,"26,800",4,1988,한글비석로
 서울특별시 노원구 하계동,274,청솔(시영7),39.78,11~20,"7,500",9,1989,공릉로59길
 서울특별시 노원구 하계동,274,청솔(시영7),39.78,11~20,"7,500",9,1989,공릉로59길
 서울특별시 노원구 하계동,274,청솔(시영7),39.78,11~20,"7,680",5,1989,공릉로59길
 서울특별시 노원구 하계동,274,청솔(시영7),49.5,11~20,"10,000",9,1989,공릉로59길
 서울특별시 노원구 하계동,274,청솔(시영7),49.85,1~10,"10,300",11,1989,공릉로59길
 서울특별시 노원구 하계동,274,청솔(시영7),49.85,21~31,"10,200",4,1989,공릉로59길
 서울특별시 노원구 하계동,274,청솔(시영7),49.85,21~31,"10,200",4,1989,공릉로59길
 서울특별시 노원구 하계동,274,청솔(시영7),59.87,21~31,"12,450",13,1989,공릉로59길
 서울특별시 노원구 하계동,288,하계2현대,84.9,11~20,"31,000",1,1997,노원로18길
 서울특별시 노원구 하계동,288,하계2현대,84.9,11~20,"30,900",1,1997,노원로18길
 서울특별시 노원구 하계동,354,학여울청구,59.4,1~10,"13,650",3,1999,동일로207길
 서울특별시 노원구 하계동,354,학여울청구,59.4,1~10,"13,650",3,1999,동일로207길
 서울특별시 노원구 하계동,354,학여울청구,59.4,11~20,"13,500",13,1999,동일로207길
 서울특별시 노원구 하계동,354,학여울청구,84.77,1~10,"25,800",15,1999,동일로207길
 서울특별시 노원구 하계동,354,학여울청구,84.77,1~10,"25,650",9,1999,동일로207길
 서울특별시 노원구 하계동,354,학여울청구,84.77,1~10,"25,650",9,1999,동일로207길
 서울특별시 노원구 하계동,284,한신1,44.52,1~10,"10,500",5,1988,한글비석로
 서울특별시 노원구 하계동,284,한신1,44.52,11~20,"10,800",10,1988,한글비석로
 서울특별시 노원구 하계동,284,한신2,35.28,1~10,"7,450",13,1988,한글비석로
 서울특별시 노원구 하계동,270,현대,71.68,11~20,"22,000",11,1988,섬밭로
 서울특별시 노원구 하계동,270,현대,71.68,21~31,"21,750",14,1988,섬밭로
 서울특별시 노원구 하계동,270,현대,84.95,11~20,"27,000",3,1988,섬밭로
 서울특별시 노원구 하계동,270,현대,84.95,11~20,"28,000",11,1988,섬밭로
 서울특별시 노원구 하계동,270,현대,84.95,11~20,"27,800",8,1988,섬밭로
 서울특별시 노원구 하계동,270,현대,84.95,21~31,"24,050",1,1988,섬밭로
 서울특별시 도봉구 도봉동,654,동아에코빌,105.98,1~10,"33,800",1,2003,도봉로180길
 서울특별시 도봉구 도봉동,595,럭키,84.86,11~20,"20,500",6,1992,도봉로169길
 서울특별시 도봉구 도봉동,595,럭키,84.86,11~20,"20,500",6,1992,도봉로169길
 서울특별시 도봉구 도봉동,555,서울가든,75.33,1~10,"13,700",1,1987,도봉산길
 서울특별시 도봉구 도봉동,555,서울가든,75.33,21~31,"15,000",9,1987,도봉산길
 서울특별시 도봉구 도봉동,641,서원,49.77,1~10,"9,600",2,1996,마들로
 서울특별시 도봉구 도봉동,641,서원,49.77,11~20,"10,700",12,1996,마들로
 서울특별시 도봉구 도봉동,641,서원,49.77,11~20,"10,200",6,1996,마들로
 서울특별시 도봉구 도봉동,641,서원,49.77,21~31,"10,600",5,1996,마들로
 서울특별시 도봉구 도봉동,641,서원,49.77,21~31,"10,400",10,1996,마들로
 서울특별시 도봉구 도봉동,656,양우내안애,84.92,11~20,"20,800",1,2005,도봉로180나길
 서울특별시 도봉구 도봉동,30-1,한신,84.94,1~10,"17,450",2,1995,마들로
 서울특별시 도봉구 도봉동,30-1,한신,84.94,1~10,"17,750",17,1995,마들로
 서울특별시 도봉구 도봉동,30-1,한신,84.94,1~10,"17,750",17,1995,마들로
 서울특별시 도봉구 도봉동,30-1,한신,84.94,1~10,"17,600",6,1995,마들로
 서울특별시 도봉구 도봉동,30-1,한신,84.94,11~20,"19,300",16,1995,마들로
 서울특별시 도봉구 도봉동,30-1,한신,84.94,21~31,"18,300",3,1995,마들로
 서울특별시 도봉구 도봉동,30-1,한신,84.94,21~31,"18,000",13,1995,마들로
 서울특별시 도봉구 도봉동,642,현대성우,59.04,11~20,"13,700",14,1998,마들로
 서울특별시 도봉구 도봉동,642,현대성우,59.92,1~10,"13,000",14,1998,마들로
 서울특별시 도봉구 방학동,701-15,거성학마을아파트,134.29,11~20,"30,000",14,1994,도당로
 서울특별시 도봉구 방학동,701-15,거성학마을아파트,134.29,11~20,"30,000",14,1994,도당로
 서울특별시 도봉구 방학동,730,극동아파트,84.94,21~31,"16,900",12,1993,시루봉로11길
 서울특별시 도봉구 방학동,720-1,대상타운현대아파트,84.78,11~20,"32,200",9,2001,마들로
 서울특별시 도봉구 방학동,720-1,대상타운현대아파트,84.78,11~20,"32,200",9,2001,마들로
 서울특별시 도봉구 방학동,720-1,대상타운현대아파트,84.78,21~31,"33,200",19,2001,마들로
 서울특별시 도봉구 방학동,720-1,대상타운현대아파트,84.78,21~31,"32,250",12,2001,마들로
 서울특별시 도봉구 방학동,689,동부센트레빌아파트,84.98,21~31,"30,000",5,2005,도봉로145길
 서울특별시 도봉구 방학동,716-5,방학E.S.A2아파트,84.98,11~20,"28,800",14,2003,도봉로150길
 서울특별시 도봉구 방학동,716-5,방학E.S.A2아파트,84.98,11~20,"28,800",14,2003,도봉로150길
 서울특별시 도봉구 방학동,275,벽산아파트1,52.36,1~10,"8,500",13,1991,방학로11길
 서울특별시 도봉구 방학동,275,벽산아파트1,84.9,1~10,"16,300",5,1991,방학로11길
 서울특별시 도봉구 방학동,274,삼익세라믹아파트,58.77,1~10,"10,000",5,1988,도당로
 서울특별시 도봉구 방학동,271-1,신동아아파트1,43.35,11~20,"7,200",5,1986,시루봉로
 서울특별시 도봉구 방학동,271-1,신동아아파트1,51.27,1~10,"7,500",1,1986,방학로
 서울특별시 도봉구 방학동,271-1,신동아아파트1,51.27,1~10,"8,950",6,1986,방학로
 서울특별시 도봉구 방학동,271-1,신동아아파트1,53.16,1~10,"8,200",3,1986,시루봉로
 서울특별시 도봉구 방학동,271-1,신동아아파트1,53.16,1~10,"9,200",8,1986,시루봉로
 서울특별시 도봉구 방학동,271-1,신동아아파트1,53.16,21~31,"8,800",3,1986,시루봉로
 서울특별시 도봉구 방학동,271-1,신동아아파트1,53.16,21~31,"9,800",4,1986,방학로
 서울특별시 도봉구 방학동,271-1,신동아아파트1,62.22,11~20,"10,700",3,1986,시루봉로
 서울특별시 도봉구 방학동,271-1,신동아아파트1,62.22,21~31,"11,500",4,1986,시루봉로
 서울특별시 도봉구 방학동,271-1,신동아아파트1,62.22,21~31,"11,450",11,1986,시루봉로
 서울특별시 도봉구 방학동,271-1,신동아아파트1,112.49,11~20,"31,000",9,1986,방학로
 서울특별시 도봉구 방학동,531,신동아아파트2,84.82,11~20,"18,850",11,1992,방학로15길
 서울특별시 도봉구 방학동,531,신동아아파트2,84.86,21~31,"19,500",14,1992,방학로15길
 서울특별시 도봉구 방학동,531,신동아아파트2,122.28,11~20,"34,500",9,1992,방학로15길
 서울특별시 도봉구 방학동,531,신동아아파트2,147.48,11~20,"41,200",13,1992,방학로15길
 서울특별시 도봉구 방학동,732,신동아아파트4,59.92,21~31,"10,500",5,1995,방학로12길
 서울특별시 도봉구 방학동,732,신동아아파트4,84.9,11~20,"16,550",6,1995,방학로12길
